"Data Watch [The Daily Oklahoman, Oklahoma City, Oklahoma - BLOG]",Newstex,Oklahoma City,,,,"Blogs, Podcasts, & Websites",English,Computers--Information Science And Information Theory,50703,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=50703
Data and Information Management,De Gruyter Poland,Warsaw,,2543-9251,,Scholarly Journals,English,Computers--Information Science And Information Theory,3912324,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=3912324
Database Programming & Design,MultiMedia Healthcare Inc.,San Francisco,0895-4518,,,Trade Journals,English,Computers--Data Base Management|Computers--Software,36141,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=36141
Database Trends and Applications,"Information Today, Inc.",Chatham,1547-9897,,,Trade Journals,English,Computers,55054,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=55054
Database for Advances in Information Systems,ACM-SIGMIS,New York,1532-0936,,,Trade Journals,English,Computers--Data Base Management,46280,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=46280
Datacomm Advisor,International Data Corporation,Waltham,0888-207X,,,Trade Journals,English,Business And Economics--Computer Applications|Public Administration--Computer Applications,36935,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=36935
Datacomm User,SIMBA - Communications Trends,Newtonville,0362-4277,,,Trade Journals,English,Business And Economics--Computer Applications|Public Administration--Computer Applications,36934,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=36934
Datamation,"Reed Business Information, a division of Reed Elsevier, Inc.",Barrington,0011-6963,,,Trade Journals,English,Computers|Computers--Electronic Data Processing,41116,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=41116
Dataquest,The Financial Times Limited,New Delhi,0970-034X,,,Trade Journals,English,Computers|Computers--Data Base Management,34168,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=34168
Dataquest,Athena Information Solutions Pvt. Ltd.,Gurgaon,0970-034X,,,Trade Journals,English,Computers|Computers--Data Base Management,2029923,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2029923
Dealing with Technology,Incisive Media Limited,London,1744-0416,1744-0424,,Trade Journals,English,Business And Economics--Banking And Finance - Computer Applications,52173,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=52173
Decision Analytics,Springer Nature B.V.,Heidelberg,,2193-8636,,Scholarly Journals,English,Business And Economics--Computer Applications,2034780,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2034780
Decision Support Systems,Elsevier Sequoia S.A.,Amsterdam,0167-9236,1873-5797,,Scholarly Journals,English,Computers--Automation,46291,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=46291
Decisions in Economics and Finance,Springer Nature B.V.,Milano,1593-8883,1129-6569,,Scholarly Journals,English,Mathematics,43688,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=43688
Delphi Developer's Journal,Element K Journals,Louisville,1082-3948,,,Trade Journals,English,Computers--Computer Programming,33992,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=33992
Desktop Computing,Wayne Green Enterprises,Peterborough,0731-3616,,,Trade Journals,English,Business And Economics--Computer Applications|Computers--Microcomputers|Computers--Personal Computers,7169,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=7169
Developmental Dynamics,"Wiley Subscription Services, Inc.",Salt Lake City,1058-8388,1097-0177,,Scholarly Journals,English,Biology|Medical Sciences,946357,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=946357
Differential Equations,Springer Nature B.V.,New York,0012-2661,1608-3083,,Scholarly Journals,English,Mathematics,54032,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=54032
Differential Equations and Nonlinear Mechanics,Hindawi Limited,New York,1687-4099,1687-4102,,Scholarly Journals,English,Engineering|Mathematics,237301,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=237301
Digital Imaging Techniques,SouthComm Business Media LLC,Fort Atkinson,1557-2811,,,Magazines,English,Computers--Computer Graphics|Photography,28901,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=28901
Digital Inspiration [Digital Inspiration - BLOG],Newstex,Chatham,,,,"Blogs, Podcasts, & Websites",English,Computers--Internet,52607,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=52607
Digital Learning,Athena Information Solutions Pvt. Ltd.,Noida,0973-4139,,,Magazines,English,Education--Computer Applications,55059,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=55059
Digital Library Perspectives,Emerald Group Publishing Limited,Bingley,2059-5816,2059-5824,,Scholarly Journals,English,Computers--Microcomputers|Library And Information Sciences,31570,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=31570
Digital Scholarship in the Humanities,Oxford Publishing Limited (England),Oxford,2055-7671,2055-768X,,Scholarly Journals,English,Linguistics--Computer Applications,36856,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=36856
Digital Studio,UBM Americas,Santa Ana,,,,Trade Journals,English,Computers--Computer Systems,32674,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=32674
Digital Systems Report,Computer Economics,Carlsbad,1086-9638,,,Trade Journals,English,Computers,37529,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=37529
Digital Video,Future Publishing Ltd,New York,2164-0963,,,Trade Journals,English,Communications--Television And Cable|Communications--Video,1006338,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1006338
Direct Marketing Association (DMA). Web Analytics Report,Data & Marketing Association,New York,,,,Reports,English,Computers,39397,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=39397
Discovery,"Terrace Publications, Ltd.",,0319-8480,,,Scholarly Journals,English,Sciences: Comprehensive Works,42810,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=42810
Discrete & Computational Geometry,Springer Nature B.V.,New York,0179-5376,1432-0444,,Scholarly Journals,English,Computers|Mathematics,31658,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=31658
Discrete Applied Mathematics,Elsevier BV,Amsterdam,0166-218X,1872-6771,,Scholarly Journals,English,Mathematics,2045487,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2045487
Discrete Dynamics in Nature and Society,Hindawi Limited,New York,1026-0226,1607-887X,,Scholarly Journals,English,Environmental Studies|Sciences: Comprehensive Works,237300,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=237300
Discrete Mathematics and Applications,Walter de Gruyter GmbH,Berlin,0924-9265,1569-3929,,Scholarly Journals,English,Mathematics,2045212,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2045212
Distributed Computing,Springer Nature B.V.,Heidelberg,0178-2770,1432-0452,,Scholarly Journals,English,Computers,31799,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=31799
Document Imaging Report,Access Intelligence LLC,Potomac,1071-1295,,,Trade Journals,English,Computers--Data Communications And Data Transmission Systems|Computers--Hardware,46549,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=46549
Document News,Research Information Ltd.,Burnham,2047-8704,,,Scholarly Journals,English,Computers--Computer Graphics,32253,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=32253
Document World,AIIM International,Boulder,1025-9228,,,Trade Journals,English,Computers--Computer Programming,33516,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=33516
Documentación de las Ciencias de la Información,Universidad Complutense de Madrid,Madrid,0210-4210,1988-2890,,Scholarly Journals,Spanish; Castilian,Computers--Information Science And Information Theory|Journalism,55424,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=55424
Dr. Dobb's Journal,MultiMedia Healthcare Inc.,San Mateo,1044-789X,,,Trade Journals,English,Computers--Microcomputers|Computers--Personal Computers|Hobbies|Sports And Games,47790,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=47790
Dynamical Systems,Taylor & Francis Ltd.,Abingdon,1468-9367,1468-9375,,Scholarly Journals,English,Computers|Sciences: Comprehensive Works,30531,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=30531
E - Service Journal,Indiana University Press,Bloomington,1528-8226,1528-8234,,Scholarly Journals,English,Computers--Information Science And Information Theory|Computers--Internet,43316,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=43316
E Business Journal,CEDROM-SNi fbo Transcontinental,Toronto,1491-3240,,,Trade Journals,English,Computers--Internet,44619,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=44619
E.learning Age,CloserStill Media,"Twyford, Reading",1474-5127,,,Magazines,English,Business And Economics--Computer Applications,28835,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=28835
EAI Endorsed Transactions on Ambient Systems,European Alliance for Innovation (EAI),Ghent,,2032-927X,,Scholarly Journals,English,Computers,4477237,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=4477237
EAI Endorsed Transactions on Cloud Systems,European Alliance for Innovation (EAI),Ghent,,2410-6895,,Scholarly Journals,English,Computers,4477236,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=4477236
EAI Endorsed Transactions on Collaborative Computing,European Alliance for Innovation (EAI),Ghent,,2312-8623,,Scholarly Journals,English,Computers,4477234,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=4477234
EAI Endorsed Transactions on Context-Aware Systems and Applications,European Alliance for Innovation (EAI),Ghent,,2409-0026,,Scholarly Journals,English,Technology: Comprehensive Works,4477233,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=4477233
EAI Endorsed Transactions on Serious Games,European Alliance for Innovation (EAI),Ghent,,2034-8800,,Scholarly Journals,English,Computers|Sciences: Comprehensive Works,4477223,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=4477223
EBN,MultiMedia Healthcare Inc.,Manhasset,1540-2118,,,Trade Journals,English,Business And Economics--Trade And Industrial Directories|Engineering--Electrical Engineering,42676,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=42676
ECN,Advantage Business Media,Rockaway,1523-3081,,,Trade Journals,English,Engineering|Engineering--Electrical Engineering,46782,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=46782
EContent,"Information Today, Inc.",Wilton,1525-2531,,,Trade Journals,English,Business And Economics--Management|Computers--Data Base Management|Computers--Internet,17460,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=17460
EDI Bi - Monthly Report,"Congressional Information Bureau, Inc.",Arlington,,,,Trade Journals,English,Computers--Electronic Data Processing,32910,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=32910
EDI News,Access Intelligence LLC,Potomac,0894-9212,,,Trade Journals,English,Computers--Data Communications And Data Transmission Systems,31308,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=31308
EDI Update,Informa Professional,London,1463-239X,,,Trade Journals,English,Business And Economics--Computer Applications|Computers--Data Communications And Data Transmission Systems,33707,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=33707
EDPACS,Taylor & Francis Ltd.,Abingdon,0736-6981,1936-1009,,Trade Journals,English,Computers--Electronic Data Processing,36363,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=36363
EDUCAUSE Review,EDUCAUSE,Boulder,1527-6619,1945-709X,,Scholarly Journals,English,Education,46797,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=46797
EFT Report,Access Intelligence LLC,New York,0195-7287,,,Trade Journals,English,Business And Economics--Banking And Finance - Computer Applications,31309,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=31309
EFYTimes.com,Athena Information Solutions Pvt. Ltd.,New Delhi,,,,Magazines,English,Technology: Comprehensive Works,2029710,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2029710
EGM [i],"EGM Media Group, LLC",Lombard,,,,Magazines,English,Computers--Computer Games,27109,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=27109
ELearn Magazine,Association for Computing Machinery,New York,1535-394X,1535-394X,,Magazines,English,Computers--Computer Assisted Instruction|Education--Teaching Methods And Curriculum,43456,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=43456
ENT,"Boucher Communications, Inc.",Fort Washington,1085-2395,,,Trade Journals,English,Computers--Computer Networks,34170,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=34170
EPJ Data Science,Springer Nature B.V.,Heidelberg,,2193-1127,,Scholarly Journals,English,Sciences: Comprehensive Works,2034770,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=2034770
EQ,Future Publishing Ltd,San Mateo,1050-7868,,,Trade Journals,English,Music--Computer Applications,30542,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=30542
"ESAIM. Control, Optimisation and Calculus of Variations",EDP Sciences,Les Ulis,1292-8119,1262-3377,,Scholarly Journals,English|French,Mathematics,626363,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=626363
ESAIM. Mathematical Modelling and Numerical Analysis,EDP Sciences,Les Ulis,,1290-3841,,Scholarly Journals,English|French,Computers--Cybernetics,626356,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=626356
ESAIM. Probability and Statistics,EDP Sciences,Les Ulis,1292-8100,1262-3318,,Scholarly Journals,English|French,Mathematics|Statistics,616496,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=616496
ESAIM. Proceedings and Surveys,EDP Sciences,Les Ulis,,2267-3059,,Scholarly Journals,English,Mathematics,1796391,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=1796391
ESD,Digital Design Publishing,Boston,0893-2565,,,Trade Journals,English,Computers--Computer Systems|Engineering,49043,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=49043
EURASIP Journal on Advances in Signal Processing,Springer Nature B.V.,New York,1687-6172,1687-6180,,Scholarly Journals,English,Computers--Computer Engineering|Engineering--Electrical Engineering,237299,http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&res_dat=xri:pqm&rft_val_fmt=info:ofi/fmt:kev:mtx:journal&genre=journal&req_dat=xri:pqil:pq_clntid=13963&svc_dat=xri:pqil:context=title&rft_dat=xri:pqd:PMID=237299
